Name,Categories,Cuisine Types,Nationalities,Rating,Address,Res_Latitude,Res_Longitude,Reviews,Distance,Phone,Closed,Price
Sun Fortune Restaurant,Chinese,,Chinese,4.5,"2077 Pembina Hwy, Winnipeg",49.8141925,-97.152262,36,1571.4593283561273,+12042696868,False,$$
Tehran Market & Cafe,"Mediterranean, Cafes",Cafes,Mediterranean,4.5,"8-1875 Pembina Highway, Winnipeg",49.8225562,-97.1531535,9,1069.9434950206091,+12047834726,False,$$
TH Dang Restaurant,Vietnamese,,Vietnamese,4.0,"1425 Pembina Highway, Winnipeg",49.8374306,-97.1513752,30,1762.9934153952536,N/A,False,$$
Delicious Vegetarian Restaurant,"Vegetarian, Vegan",,,4.5,"1467 Pembina Highway, Winnipeg",49.8360447,-97.1510367,20,1669.4498135968436,+12044771530,False,$$
Nicolino's,Italian,,Italian,3.5,"4-2077 Pembina Highway, Winnipeg",49.8155744315158,-97.1531980177216,21,1541.4969769502432,+12042695004,False,$$$
IGI BBQ and Sushi Bistro,"Sushi Bars, Korean, Barbeque","Sushi Bars, Barbeque",Korean,3.5,"10-1875 Pembina Highway, Winnipeg",49.8225632,-97.153183,26,1127.375504186964,+12044779909,False,$$
Stella's,"Breakfast & Brunch, Bakeries, Sandwiches",Sandwiches,,3.0,"1463 Pembina Highway, Winnipeg",49.83631591121338,-97.1510690348582,34,1688.9046221251608,+12042752001,False,$$
Coconut Island Thai Cuisine,Thai,,Thai,5.0,"1607 Pembina Highway, Winnipeg",49.83158,-97.1515299,5,1350.7653031235193,+12046158288,False,N/A
Pony Corral Restaurant & Bar,"Greek, Lounges, Steakhouses",Steakhouses,Greek,2.5,"1700 Pembina Highway, Winnipeg",49.8286719,-97.1516494,31,1260.323513383726,+12042753687,False,N/A
North Garden Restaurant,"Chinese, Asian Fusion",,"Chinese, Asian Fusion",2.5,"33 University Crescent, Winnipeg",49.81741436531699,-97.1503635705354,26,1558.170521650643,+12042752591,False,$$
Dancing Noodle,Chinese,,Chinese,3.5,"1393A Pembina Highway, Winnipeg",49.83837,-97.15172,8,1832.568961125093,+12046910205,False,$
Best Pizza & Donair,"Mediterranean, Donairs, Pizza",Pizza,Mediterranean,3.5,"1469 Pembina Highway, Winnipeg",49.8359642,-97.1510162,18,1690.7884987012092,+12042750444,False,$
Golden Loong Restaurant,Chinese,,Chinese,3.5,"2237 Pembina Highway, Winnipeg",49.809948,-97.1536331,13,2029.0318993652015,+12045046766,False,N/A
A&W,"Fast Food, Burgers","Fast Food, Burgers",,4.0,"1875 Pembina Highway, Winnipeg",49.8212257,-97.1542674,4,1096.1935312488424,+12042695706,False,$$
Huang Pu River Restaurant,Chinese,,Chinese,3.5,"1875 Pembina Hwy, Winnipeg",49.8225562,-97.1531535,6,1088.753197750814,+12042614407,False,N/A
Lot 88,"Bars, Steakhouses","Bars, Steakhouses",,2.0,"2005 Pembina Hwy, Winnipeg",49.8173663733895,-97.1530256420374,11,1412.0575631932625,+12042693496,False,N/A
Kimchi Sushi,"Korean, Sushi Bars",Sushi Bars,Korean,4.0,"1270 Pembina Highway, Winnipeg",49.84291,-97.15282,6,2204.151310931178,+12042618888,False,$$
Mr Calzone,"Pizza, Mediterranean, Halal",Pizza,Mediterranean,4.5,"1254 Pembina Highway, Winnipeg",49.8431323,-97.1530251,4,2213.3919074122605,+12044524203,False,N/A
Dagu rice noodle,Chinese,,Chinese,1.5,"102-1855 Pembina Highway, Winnipeg",49.8229141,-97.1531776,3,976.630222184706,+12042191597,False,N/A
Kiwa Korean Restaurant,Korean,,Korean,5.0,"2077 Pembina Highway, Winnipeg",49.8147422,-97.1521361,1,1571.4593283567215,+12042613131,False,N/A
Ta.Ke Sushi Take-Out,Sushi Bars,Sushi Bars,,4.0,"1235 Pembina Highway, Winnipeg",49.84352,-97.15391,6,2208.1959365162056,+12042840028,False,$$
George's Inn & Submarine,"Persian/Iranian, Diners, Burgers",Burgers,Persian/Iranian,4.0,"1395 Pembina Highway, Winnipeg",49.8384171,-97.1516342,3,1815.676685612861,+12044522258,False,N/A
Summer Palace,Chinese,,Chinese,3.0,"1755 Pembina Hwy, Winnipeg",49.8263497,-97.1527645,5,1068.46235801308,+12042619241,False,$$$
McDonald's,"Fast Food, Burgers, Coffee & Tea","Fast Food, Burgers, Coffee & Tea",,3.5,"2027 Pembina, Winnipeg",49.81661,-97.15257,2,1499.401685459819,+12049496019,False,N/A
Gondola Pizza Restaurants,"Pizza, Italian",Pizza,Italian,2.0,"1292 Pembina Hwy, Winnipeg",49.84174,-97.15294,8,2078.6955756316725,+12049492910,False,$$
Quesada Burritos & Tacos,Mexican,,Mexican,3.5,"1566 Pembina Highway, Winnipeg",49.83274,-97.15018,2,1495.2639586501064,+12044755401,False,N/A
Pizza Hut,"Pizza, Chicken Wings, Fast Food","Pizza, Fast Food",,2.0,"1910 Pembina Highway, Winnipeg",49.82263,-97.1524972,4,1318.6217351484536,+12049534133,False,N/A
Pizza Pizza,"Pizza, Italian, Chicken Wings",Pizza,Italian,2.0,"1740 Pembina Highway, Winnipeg",49.8265752,-97.1520698,1,1172.6330002758393,+12049571111,False,N/A
Morals Village HotPot,"Chinese, Hot Pot",,Chinese,3.0,"102-1855 Pembina Highway, Winnipeg",49.8229141,-97.1531776,2,976.630222184706,N/A,False,N/A
Vietnamese Paradise,"Chinese, Vietnamese, Imported Food",,"Chinese, Vietnamese",3.0,"1480 Pembina Hwy, Winnipeg",49.83573,-97.1500499,2,1694.3743894033107,+12042848507,False,$
Aalto's Garden Cafe,"Breakfast & Brunch, Canadian (New), Buffets",,Canadian (New),1.5,"1824 Pembina Hwy, Winnipeg",49.8239242,-97.1525741,3,1187.0370854636567,+12044786422,False,N/A
Yougot Chinese Restaurant,Chinese,,Chinese,2.0,"1521 Pembina Highway, Winnipeg",49.83415,-97.15072,5,1555.4858597036616,+12042846618,False,$$
KFC,"Chicken Wings, Fast Food, Chicken Shop",Fast Food,,1.0,"2079 Pembi Highway, Winnipeg",49.8146083,-97.152477,1,1655.6442757373486,+12049878312,False,N/A
Idol Asian Cuisine,"Korean, Chinese",,"Korean, Chinese",2.0,"1910 Pembina Hwy, Winnipeg",49.82263,-97.1524972,4,1318.6217351484536,+12042696688,False,$$
Szechuan Restaurant,Chinese,,Chinese,1.0,"1607 Pembina Highway, Winnipeg",49.83158,-97.1515299,1,1350.7653031235193,+12044535241,False,N/A
Chicken Delight,Chicken Wings,,,1.5,"1349 Pembina Hwy, Winnipeg",49.8397,-97.15279,6,1895.720667686227,+12049821350,False,$$
Banh Mi House,"Sandwiches, Vietnamese",Sandwiches,Vietnamese,3.5,"1373 Pembina Highway, Winnipeg",49.839140204027125,-97.15223742512994,3,1870.2746742015604,+12044149090,False,N/A
Masa Japanese Restaurant,Japanese,,Japanese,2.5,"2077 Pembina Hwy, Winnipeg",49.8141925,-97.152262,3,1571.4593283561273,+12042613131,False,$$
YGF Malatang Hotpot,"Hot Pot, Chinese",,Chinese,1.0,"1609 Pembina Highway, Winnipeg",49.83146,-97.15155,1,1343.270617501487,N/A,False,N/A
Salisbury House of Canada,Restaurants,,,3.0,"2081 Pembina Hwy, Winnipeg",49.8139732,-97.152309,2,1667.8260667260224,+12042610664,False,N/A
Top 10 Desserts and Bistro,Asian Fusion,,Asian Fusion,2.0,"16-2077 Pembina Highway, Winnipeg",49.814209,-97.1522827,2,1571.4593283567215,+12044219138,False,N/A
Za Pizza Bistro,Pizza,Pizza,,4.0,"E-1220 St. Mary's Road, Winnipeg",49.8284151851501,-97.1160816993636,20,1101.922055565303,+12046150808,False,$$
Maxime's Restaurant & Lounge,"Lounges, Comfort Food",,,3.0,"1131 Saint Mary's Road, Winnipeg",49.83305,-97.11394,30,1230.1689567096316,+12042571521,False,$$
Earls Kitchen + Bar,"Canadian (New), Cocktail Bars",Cocktail Bars,Canadian (New),2.5,"1215 St. Mary's Road, Winnipeg",49.8286859097418,-97.1139753646822,23,1240.3351049077014,+12042541600,False,$$
Kawaii Crepe,"Creperies, Bubble Tea",,,3.0,"1220 St Marys Road, Winnipeg",49.8283492742517,-97.1158170716058,17,1122.204186285593,+12046913700,False,$$
Montana's BBQ & Bar,"Comfort Food, Steakhouses, Canadian (New)",Steakhouses,Canadian (New),3.0,"1221 St Mary'S Rd, Winnipeg",49.8279122529306,-97.1140832051769,17,1255.3161866037258,+12042542128,False,$$
Restö,"Restaurants, Resorts, Day Spas",,,5.0,"775 Crescent Dr, Winnipeg",49.8335,-97.13948,1,677.2203299833344,+12042846868,False,N/A
George's Burgers & Subs,"Sandwiches, Burgers","Sandwiches, Burgers",,3.0,"1141 St Mary's Rd, Winnipeg",49.83265,-97.11412,29,1202.9317894919786,+12042573856,False,$$
Rakan House Restaurant,"Asian Fusion, Thai, Malaysian",,"Asian Fusion, Thai, Malaysian",2.5,"1127 St. Mary's Road, Winnipeg",49.83364,-97.11365,6,1244.3126618767817,+12044176688,False,N/A
Chef Song’s Chinese Restaurant,Chinese,,Chinese,5.0,"1127 Saint Marys Road, Winnipeg",49.83364,-97.11365,1,1244.3126618767817,+12044176688,False,N/A
Original Joe's Restaurant & Bar,"American, Bars",Bars,American,1.5,"1220 St. Mary's Road, Winnipeg",49.82833,-97.11587,3,1119.0719056990458,+12044142966,False,N/A
La Pampa Empanadas Gourmet,"Argentine, Desserts",Desserts,,5.0,"1604 St Mary's Road, Winnipeg",49.8195428097553,-97.11345333606,1,1799.5551195150235,+12046158969,False,N/A
Burrito Splendido,Mexican,,Mexican,3.5,"1504 St Mary's Road, Winnipeg",49.8261046115083,-97.1155381839977,8,1234.8234099916713,+12042576127,False,$
McDonald's,"Fast Food, Burgers, Coffee & Tea","Fast Food, Burgers, Coffee & Tea",,1.5,"1501 St. Mary's Road, Winnipeg",49.8264098,-97.1143051,4,1312.5003763439204,+12049496042,False,$
McDonald's,"Fast Food, Burgers","Fast Food, Burgers",,2.0,"1225 St. Mary's Rd., Winnipeg",49.826578,-97.113993,1,1312.5406081290782,+12049495419,False,$
Victoria Seafood Restaurant,Chinese,,Chinese,2.5,"1086 St Marys Rd, Winnipeg",49.83545,-97.11387,6,1314.1204467284824,+12042550665,False,$$
Miriwa Restaurant,Chinese,,Chinese,2.5,"1572 Saint Mary's Road, Winnipeg",49.82335,-97.11444,8,1469.5890663497335,+12042571650,False,N/A
KFC,"Chicken Wings, Fast Food, Chicken Shop",Fast Food,,1.0,"1100 St Mary's Road, Winnipeg",49.83488,-97.11397,4,1275.0921528768731,+12049878209,False,N/A
Tim Hortons,Cafes,Cafes,,1.0,"1225 St Mary's Rd, Winnipeg",49.8290615,-97.1145629,1,1224.3062710404024,+12042574683,False,N/A
Quality Pizza,Pizza,Pizza,,4.5,"840 St Mary's Road, Winnipeg",49.848463,-97.1129311,2,2306.145935368906,+12047773901,False,N/A
Jimmy The Greek,"Fast Food, Greek",Fast Food,Greek,2.0,"1225 St Mary's Road, Winnipeg",49.8290615,-97.1145629,4,1224.306271039504,+12042567325,False,N/A
Pizza Pizza,"Pizza, Italian, Chicken Wings",Pizza,Italian,1.5,"1074 St Marys Road, Winnipeg",49.8366155,-97.1134288,2,1383.4198251796986,+12049571111,False,N/A
Wendy's,"Burgers, Fast Food","Burgers, Fast Food",,1.0,"1230 St. Marys Road, Winnipeg",49.82785,-97.11539,2,1173.1034167440198,N/A,False,N/A
Dairy Queen/Orange Julius Treat Ctr,"Fast Food, Ice Cream & Frozen Yogurt, Burgers","Fast Food, Burgers",,1.0,"140-1225 St Mary's Rd, Winnipeg",49.82893,-97.11455,1,1224.3062710404024,+12042531589,False,N/A
Burger King,Fast Food,Fast Food,,1.5,"1496 St Mary's Rd, Winnipeg",49.8265707,-97.1148214,3,1226.3144239874946,+12049878425,False,N/A
Popeye's Chicken,"Fast Food, Chicken Wings, Seafood","Fast Food, Seafood",,3.0,"1070 St Mary's Road, Winnipeg",49.836714,-97.113075,2,1403.1215879911313,+12042558771,False,N/A
Subway,"Fast Food, Sandwiches","Fast Food, Sandwiches",,1.0,"333 St Mary Ave, Winnipeg",49.8257058773729,-97.1148220214536,1,1300.9491361630387,+12046911484,False,N/A
Dairy Queen Store,"Fast Food, Ice Cream & Frozen Yogurt, Burgers","Fast Food, Burgers",,1.0,"920 St Marys Rd, Winnipeg",49.8442849,-97.113033,1,1932.5266901351863,+12042564806,False,N/A
Lahori Kitchen,"Halal, Pakistani",,,1.0,"1125 St Mary's Road, Winnipeg",49.833789,-97.113631,1,1264.9260814306635,+12044144000,False,N/A
Bourbon St. Grill,Canadian (New),,Canadian (New),2.5,"1225 St. Mary's Road, Winnipeg",49.8295615,-97.1135786,2,1249.9780570156877,+12044150168,False,N/A
Bayview Restaurants,American,,American,2.0,"Deer Point Road, Winnipeg",49.847469329834,-97.1481781005859,1,2193.8772906599265,N/A,False,N/A
Sizzling Dhaba,Indian,,Indian,4.5,"628A St Anne's Rd, Winnipeg",49.8305588,-97.0881805,11,495.95085084333203,+12046634222,False,$$
Harth Mozza & Wine Bar,Italian,,Italian,4.0,"980 St Anne's Road, Winnipeg",49.818796,-97.081331,36,1696.518848857781,+12042550003,False,$$$
Santa Ana Pizzeria & Bistro,"Pizza, Italian",Pizza,Italian,4.5,"1631 St. Mary's Road, Winnipeg",49.81991,-97.11201,25,1743.654079601486,+12044151440,False,$$
Siam Authentic Thai Cuisine,"Thai, Soup, Vegetarian",,Thai,3.0,"587 St.Anne's Road, Winnipeg",49.83278,-97.08874,18,473.3987286241364,+12042547765,False,$$
Big Guy's Ranch & Saloon,"Sports Bars, Comfort Food, American",Sports Bars,American,4.0,"16-200 Meadowood Drive, Winnipeg",49.8275701,-97.105637,17,851.8948418079106,+12042536569,False,$
Bellamy's Restaurant & Bar,"Mediterranean, American, Bars",Bars,"Mediterranean, American",4.0,"845 Dakota Street, Winnipeg",49.82964,-97.10505,6,717.9883512090723,+12042536335,False,N/A
Sushi Ai,"Sushi Bars, Japanese",Sushi Bars,Japanese,4.5,"680 St. Annes Road, Winnipeg",49.826689,-97.085717,11,834.2325567261148,+12044155445,False,$$
Dairy Delight,Burgers,Burgers,,4.5,"467 St Anne's Road, Winnipeg",49.84435039018254,-97.09580783313524,11,1472.5737663915827,+12042554945,False,N/A
La Fiesta Cafecito & Restaurant,Mexican,,Mexican,3.5,"730 St Anne's Rd, Winnipeg",49.8231886271887,-97.0851034280601,16,1136.5767286911184,+12042577108,False,$$
Bellamy's,"Canadian (New), Salad",,Canadian (New),4.5,"1-845 Dakota Street, Winnipeg",49.82964,-97.10505,2,720.9128883341733,+12042536335,False,N/A
Smitty's Family Restaurant & Lounge,"American, Breakfast & Brunch, Chicken Wings",,American,3.5,"150 Meadowood Drive, Winnipeg",49.82543,-97.11108,6,1306.504765280154,+12042561242,False,$
Red Swan Pizza,Pizza,Pizza,,4.5,"620 Dakota Street, Winnipeg",49.83528934833208,-97.11214097562072,5,1306.8550760102066,+12043068888,False,N/A
New China Kitchen,Chinese,,Chinese,4.0,"446 St Anne's Rd, Winnipeg",49.8450988,-97.0970039,8,1569.511492486419,+12042530713,False,$$
Cafe LemonTree,"Korean, Breakfast & Brunch, Asian Fusion",,"Korean, Asian Fusion",4.5,"1631 St Mary's Road, Winnipeg",49.819678460276,-97.1125138232571,6,1782.1656757895053,+12046912454,False,N/A
Joey's Seafood Restaurants,"Seafood, Salad, Fish & Chips",Seafood,,4.0,"166 Meadowood Drive, Winnipeg",49.82621,-97.10933,1,1138.0889279875682,+12042577544,False,$$
Tang Dynasty Chinese Restaurant,Chinese,,Chinese,4.0,"730 St.Annes Road, Winnipeg",49.8232955398065,-97.0851488213556,8,1125.3126518938589,+12048886661,False,$$
Sushi N,Sushi Bars,Sushi Bars,,3.5,"726 St Anne's Road, Winnipeg",49.8227815,-97.0830598,10,1190.6180289504853,+12042544647,False,$$
QDOBA Mexican Eats,"Mexican, Fast Food",Fast Food,Mexican,5.0,"831 Dakota Street, Winnipeg",49.83044,-97.1064,1,817.1221508985411,+12042537768,False,N/A
Boston Pizza,Pizza,Pizza,,2.0,"1919 Bishop Grandin Blvd, Winnipeg",49.8396637,-97.0941294,8,953.1703253218081,+12049254104,False,$$
Sushi Gozen Japanese Restaurant,"Sushi Bars, Japanese",Sushi Bars,Japanese,3.0,"1225 St Mary's Road, Winnipeg",49.8290618785857,-97.111948009022,11,1229.263041541832,+12042548247,False,$
Fu Lin Chinese,"Chinese, Noodles",,Chinese,4.0,"956 St Mary's Road, Winnipeg",49.84216,-97.1127999,5,1764.0215079954476,+12046155126,False,N/A
KimChi Korean Delight,"Food Court, Korean, Barbeque",Barbeque,Korean,2.0,"1225 St.Mary's Road, Winnipeg",49.82826397939439,-97.1090573428868,1,1049.5678594233755,+12042199876,False,N/A
Diana's Cucina Pizza,"Pizza, Italian",Pizza,Italian,3.0,"730 Saint Anne's Road, Winnipeg",49.82329966797352,-97.08515276555792,5,1124.7783566886671,+12046912828,False,N/A
Royal Paan,Indian,,Indian,2.0,"166 Meadowood Drive, Winnipeg",49.8261442049,-97.1092516556,3,1155.3020482820082,+12046154040,False,N/A
Tapp's Neighbourhood Pub,"Pubs, Comfort Food, Sports Bars","Pubs, Sports Bars",,3.5,"1105 St. Mary's Road, Winnipeg",49.83518,-97.11261,6,1331.1949256923147,+12042564315,False,$$
Lamar Donair & Burgers,"Middle Eastern, Donairs, Burgers",Burgers,Middle Eastern,3.0,"17 - 160 Meadowood Drive, Winnipeg",49.8256802,-97.1104621,1,1256.2392922372217,+12044217770,False,N/A
Thai Express,Thai,,Thai,1.0,"1225 Saint Mary's Road, Winnipeg",49.828109,-97.108721,1,1032.0484686338398,+12042558424,False,N/A
Tim Hortons,Cafes,Cafes,,1.0,"835 St Mary's Rd, Winnipeg",49.8488783,-97.1121632,1,2323.146148829062,+12042536628,False,$
Little Caesar's Pizza,Pizza,Pizza,,4.0,"845 Dakota St, Winnipeg",49.82891,-97.10457,1,721.6057521380745,+12042575555,False,N/A
Jolly Mug Restaurant,Diners,,,3.0,"1077 St Mary's Road, Winnipeg",49.8364261,-97.11245,5,1341.9132207685375,+12042564269,False,N/A
Gondola Pizza Restaurants,Pizza,Pizza,,2.5,"12 Britannica Rd, Winnipeg",49.8146,-97.11106,3,2163.078426735704,+12042556440,False,N/A
Copper Penny Restaurant,Restaurants,,,2.0,"1105 St Mary's Rd, Winnipeg",49.83518,-97.11261,1,1331.1949256923147,+12042564315,False,N/A
Falafel Place,Falafel,,,4.5,"1101 Corydon Ave, Winnipeg",49.8663,-97.1677,47,1891.2735725018235,+12044895811,False,$$
Pho Hoang,Vietnamese,,Vietnamese,4.5,"794 Sargent Avenue, Winnipeg",49.89659,-97.16797,68,1756.1789629388968,+12044156893,False,$$
Thom Bargen Coffee and Tea,"Canadian (New), Coffee & Tea",Coffee & Tea,Canadian (New),4.5,"64 Sherbrook Street, Winnipeg",49.8807766516455,-97.1599641972963,27,1264.4703662101515,N/A,False,$
De Luca's Specialty Food Store,"Grocery, Delis, Cooking Classes",,,4.0,"950 Portage Avenue, Winnipeg",49.8845996233911,-97.1731214895493,14,425.11612955511686,+12047747617,False,$$
Preservation Hall,"French, Wine Bars, Steakhouses","Wine Bars, Steakhouses",French,5.0,"655 Empress Street, Winnipeg",49.8874211,-97.1961511,10,1349.3215126302914,+12047832386,False,N/A
529 Wellington,Steakhouses,Steakhouses,,4.0,"529 Wellington Cresent, Winnipeg",49.87655,-97.16128,74,1299.9992323031533,+12044878325,False,$$$$
Pizzeria Gusto,"Pizza, Wine Bars, Italian","Pizza, Wine Bars",Italian,4.0,"404 Academy Road, Winnipeg",49.87353,-97.18344,35,1026.2777088245973,+12049448786,False,$$$
Rae and Jerry's Steak House,"Steakhouses, Lounges, Caterers",Steakhouses,,3.5,"1405 Portage Avenue, Winnipeg",49.88267,-97.19253,58,1083.696508671882,+12047836155,False,$$$
Tre Visi Cafe,Italian,,Italian,4.5,"926 Grosvenor Avenue, Winnipeg",49.8704613555241,-97.1630723586067,13,1650.0151517553013,+12044754447,False,$$
Verde Juice Bar,"Juice Bars & Smoothies, Salad, Coffee & Tea","Juice Bars & Smoothies, Coffee & Tea",,5.0,"887 Westminster Avenue, Winnipeg",49.88181,-97.17095,4,474.152255995542,+12046158733,False,N/A
Wall Street Slice,Pizza,Pizza,,4.5,"753 Wall Street, Winnipeg",49.88898,-97.18227,15,848.3568059377229,+12042217272,False,N/A
Sargent Taco Shop,Mexican,,Mexican,4.5,"698 Sargent Avenue, Winnipeg",49.89644,-97.16335,16,1904.0386551974375,+12045051121,False,N/A
The Grove Pub & Restaurant,"British, Pubs",Pubs,British,4.0,"164 Stafford St, Winnipeg",49.87072,-97.16318,24,1619.5837188330554,+12044153262,False,$$
Pho Kim Tuong,Vietnamese,,Vietnamese,4.0,"856 Ellice Avenue, Winnipeg",49.89311,-97.1709,21,1322.8324382802587,+12046618888,False,$
Máquè,Asian Fusion,,Asian Fusion,4.5,"909 Dorchester Avenue, Winnipeg",49.87001,-97.16265,16,1709.449881176196,+12042843385,False,N/A
Tim Hortons,Cafes,Cafes,,4.0,"1146 Portage Ave, Winnipeg",49.88347,-97.18137,2,316.32171111346116,+12047755203,False,$$
Roughage Eatery,Vegan,,,5.0,"126 Sherbrook Street, Winnipeg",49.8826199097621,-97.1599011495709,8,1263.0842252843006,+12047798344,False,N/A
Lucky Koi Chinese Restaurant,Chinese,,Chinese,5.0,"1100 Portage Avenue, Winnipeg",49.88388306755898,-97.17933545767238,1,244.85058161275194,+12049439933,False,N/A
QDOBA Mexican Eats,"Mexican, Fast Food",Fast Food,Mexican,4.0,"1340 Ellice Ave, Winnipeg",49.8936425902669,-97.1950203180313,21,1801.0371560615501,+12047831601,False,$
Cilantro's Modern Indian Cuisine,Indian,,Indian,4.5,"1132 Portage Ave, Winnipeg",49.88378174435647,-97.18017537301355,2,273.5347790086428,+12043066354,False,N/A
Aladin's,"Pizza, Mediterranean, Italian",Pizza,"Mediterranean, Italian",4.5,"912 Portage Avenue, Winnipeg",49.88486,-97.17099,4,566.5884091560207,+12044164560,False,N/A
Cindy's Burgers & Subs,"Sandwiches, Burgers","Sandwiches, Burgers",,3.5,"904 Portage Avenue, Winnipeg",49.88509,-97.17009,10,638.1716898325179,+12047791136,False,N/A
Viena Do Castelo,"Portuguese, Bakeries, Grocery",,,4.5,"105-819 Sargent Ave, Winnipeg",49.8970909,-97.1694107,8,1755.9092947656716,+12044154615,False,$
Rice Bowl,"Vietnamese, Filipino, Chinese",,"Vietnamese, Filipino, Chinese",4.5,"641 Sargent Avenue, Winnipeg",49.896878,-97.161169,8,2024.343043662316,+12047792777,False,$
Montana's,"Steakhouses, Comfort Food, Canadian (New)",Steakhouses,Canadian (New),3.5,"665 Empress Street, Winnipeg",49.8864837808452,-97.1945920215561,22,1320.8456123293463,+12047899939,False,$$
Sabai Thai Eatery,Thai,,Thai,3.5,"1113 Corydon Avenue, Winnipeg",49.8660244,-97.1681565,14,1890.524037947104,+12048886508,False,$$
Subway,"Sandwiches, Fast Food","Sandwiches, Fast Food",,1.0,"1132 Portage Avenue, Winnipeg",49.8836310657516,-97.180333041183,1,270.1850049932173,+12047838822,False,N/A
Slices Pizza,Pizza,Pizza,,3.5,"1329 Portage Avenue, Winnipeg",49.8828111,-97.1889991,14,828.1538647565335,+12047863434,False,$
Taco Del Mar,"Mexican, Tex-Mex, Fast Food",Fast Food,Mexican,1.0,"1132 Portage Ave, Winnipeg",49.8836938,-97.1801105,1,263.31790177120996,N/A,False,N/A
Portage Meat & Sausage Deli,"Delis, Sandwiches",Sandwiches,,3.5,"1032 Portage Avenue, Winnipeg",49.8842543,-97.1762672,3,264.46755974232826,+12047755023,False,N/A
Blady Middle Eastern,"Middle Eastern, Mediterranean",,"Middle Eastern, Mediterranean",5.0,"1324 Portage Ave, Winnipeg",49.8823153362814,-97.1891157880208,2,832.5069453894432,+12046152994,False,N/A
Dairy Queen Grill & Chill,"Fast Food, Ice Cream & Frozen Yogurt, Burgers","Fast Food, Burgers",,2.0,"981 Portage Ave, Winnipeg",49.884868,-97.175269,3,354.57933726765833,+12047744849,False,$$
Shorty’s Pizza,"Italian, Pizza, Sandwiches","Pizza, Sandwiches",Italian,4.5,"53 Maryland Street, Winnipeg",49.8805,-97.16082,7,1203.8002456284057,+12047797968,False,N/A
